value5,value1,value1,value2,value4,0.581865769,0.575145963,0.852329637,0.352816147,0.066493452,class1
value2,value2,value3,value2,value5,0.152733605,0.910276258,0.999146268,0.539992633,0.977512426,class1
value4,value1,value3,value4,value3,0.810134879,0.40588162,0.074132715,0.926250624,0.730504788,class1
value3,value4,value1,value5,value5,0.535757997,0.571670553,0.254115199,0.69077942,0.961211236,class1
value2,value1,value1,value2,value2,0.445020692,0.232071113,0.060979135,0.207123699,0.248799286,class2
value2,value4,value4,value1,value1,0.511087098,0.498335966,0.335253458,0.319649091,0.842761566,class2
value1,value3,value5,value2,value5,0.917262518,0.934154648,0.114722372,0.733422832,0.911985242,class2
value2,value2,value4,value4,value2,0.708600736,0.941680023,0.077359889,0.258548911,0.849131855,class1
value2,value2,value4,value2,value1,0.079684386,0.298118303,0.2821404,0.949793907,0.141818441,class1
value2,value4,value5,value5,value3,0.007205522,0.889896171,0.88833781,0.280298666,0.742318009,class1
value5,value5,value1,value2,value5,0.348134456,0.840657322,0.354229847,0.830624313,0.08038388,class2
value3,value5,value5,value4,value4,0.450104034,0.191130096,0.020251652,0.462540102,0.352642367,class2
value1,value3,value3,value3,value2,0.832700427,0.826981257,0.233762227,0.363886226,0.356727442,class2
value5,value5,value4,value5,value1,0.052786069,0.675272223,0.803955723,0.795894775,0.669486394,class2
value5,value5,value1,value1,value2,0.137421932,0.600045358,0.548618294,0.699825899,0.298532058,class2
value2,value4,value5,value1,value4,0.137436347,0.995359204,0.473179336,0.754504395,0.942284511,class1
value2,value1,value4,value3,value3,0.045940095,0.45342902,0.538785889,0.094299334,0.229281749,class1
value1,value1,value2,value2,value4,0.040314102,0.653243473,0.320252211,0.457764563,0.811851674,class1
value3,value5,value2,value1,value1,0.779345029,0.030377756,0.87784435,0.401457961,0.452815778,class2
value1,value5,value4,value2,value3,0.593278553,0.452017276,0.30425943,0.250817105,0.139397371,class1
value3,value4,value5,value4,value1,0.965859092,0.075042647,0.406845208,0.997782926,0.611233018,class2
value1,value3,value1,value5,value5,0.855505642,0.11737404,0.642834461,0.770727462,0.318943559,class2
value3,value1,value5,value3,value5,0.890086147,0.07251694,0.010159031,0.04030441,0.729860143,class1
value4,value1,value1,value3,value1,0.657550613,0.531542763,0.257373496,0.582164799,0.341063501,class2
value2,value1,value5,value2,value4,0.188296945,0.049157315,0.182420639,0.186345578,0.905802131,class2
value1,value2,value5,value2,value3,0.408349485,0.178976761,0.692581932,0.193900998,0.379346895,class1
value1,value3,value5,value2,value4,0.001688517,0.320486926,0.563177662,0.463743062,0.889883288,class1
value2,value1,value1,value5,value3,0.263736894,0.001586234,0.886766716,0.897596656,0.993718873,class1
value2,value2,value1,value5,value4,0.5113252,0.433827954,0.559129531,0.417598107,0.529760098,class2
value5,value5,value1,value2,value5,0.581166238,0.408650135,0.569126987,0.912565598,0.789511687,class2
value2,value5,value4,value2,value5,0.250819234,0.209988986,0.148708749,0.022013366,0.93700583,class2
value1,value1,value1,value1,value2,0.213440954,0.351819074,0.486742656,0.518597234,0.543150138,class2
value3,value5,value2,value3,value3,0.016464478,0.925327726,0.897839497,0.767038934,0.095390412,class2
value5,value1,value5,value2,value2,0.384576326,0.02453449,0.2399349,0.800447711,0.705812465,class2
value1,value2,value2,value1,value1,0.185345023,0.521057779,0.695325061,0.354779214,0.459383051,class2
value1,value4,value2,value4,value4,0.364883951,0.597513595,0.415834561,0.092068366,0.945281085,class2
value1,value4,value5,value2,value1,0.74662864,0.667244963,0.698843909,0.970082049,0.299275184,class2
value1,value1,value4,value2,value1,0.247603742,0.520583437,0.588831611,0.779754471,0.623172094,class2
value5,value5,value3,value3,value5,0.224202524,0.754835992,0.890704149,0.707076331,0.87312033,class2
value4,value4,value1,value5,value5,0.618835416,0.458524907,0.835549989,0.299499879,0.889753004,class2
value3,value2,value1,value3,value5,0.967444362,0.848954791,0.600791591,0.157659735,0.032438421,class1
value3,value5,value2,value5,value1,0.251217321,0.024924813,0.371482997,0.175075627,0.728930181,class2
value4,value5,value1,value3,value4,0.777210295,0.59838028,0.321151612,0.081143428,0.890454264,class2
value1,value3,value5,value3,value2,0.833499785,0.924728512,0.822066834,0.701174494,0.857653005,class1
value2,value4,value2,value5,value5,0.391237679,0.404769042,0.031141736,0.999795084,0.573247257,class1
value1,value1,value1,value5,value3,0.422187172,0.366361681,0.083599429,0.949554734,0.722611259,class1
value5,value4,value3,value4,value3,0.826303242,0.924386303,0.764111736,0.44336026,0.940918612,class1
value1,value1,value1,value2,value5,0.359624819,0.931327574,0.249678191,0.008869974,0.593533848,class1
value3,value1,value3,value2,value2,0.098450875,0.45945317,0.768721406,0.197293203,0.860339148,class1
value3,value4,value3,value2,value3,0.534840688,0.162685835,0.177285888,0.717090584,0.475714196,class1
value2,value2,value4,value2,value4,0.162588363,0.898212511,0.525905887,0.30665392,0.809832439,class1
value2,value5,value3,value1,value1,0.036866594,0.001374409,0.768781989,0.539952848,0.954670213,class1
value1,value4,value5,value5,value2,0.132407736,0.840455122,0.636975907,0.362686457,0.971814926,class2
value3,value2,value1,value5,value4,0.992651084,0.631060219,0.310609921,0.749209519,0.707360126,class2
value1,value2,value3,value1,value4,0.098410595,0.830443587,0.235832902,0.86176685,0.086485248,class1
value5,value4,value4,value1,value1,0.307436445,0.663858456,0.6371142,0.283633422,0.638753456,class2
value3,value1,value3,value4,value2,0.777406069,0.750906521,0.499568748,0.257202247,0.747487622,class2
value5,value4,value2,value2,value2,0.471961611,0.958472742,0.405628138,0.492966187,0.270234219,class2
value5,value3,value5,value5,value2,0.573444178,0.451689565,0.992908005,0.73355407,0.909263956,class2
value2,value2,value2,value1,value4,0.205339144,0.041180993,0.435922244,0.551979759,0.263261994,class2
value5,value5,value3,value2,value5,0.498686987,0.938397158,0.835339297,0.109588354,0.40595956,class2
value3,value2,value1,value5,value2,0.970799727,0.206237989,0.663178292,0.336984093,0.94724527,class1
value3,value5,value4,value5,value1,0.251228077,0.563970526,0.706069607,0.673222645,0.090461059,class2
value5,value5,value5,value2,value3,0.788032887,0.709024156,0.684941963,0.661452288,0.250750499,class1
value3,value4,value3,value5,value2,0.051887565,0.630226739,0.81886072,0.953298428,0.434938654,class1
value3,value4,value3,value4,value4,0.502801127,0.900674109,0.452964535,0.00360418,0.54508796,class1
value3,value5,value5,value1,value5,0.669455416,0.290861669,0.225187838,0.580743014,0.742781605,class2
value1,value5,value4,value5,value3,0.557920465,0.175658404,0.730320993,0.234477106,0.086350553,class1
value1,value1,value2,value4,value5,0.71947673,0.473218282,0.901936259,0.05834465,0.613105243,class1
value2,value5,value5,value2,value1,0.867749459,0.77322748,0.200975156,0.300018025,0.900684903,class2
value2,value2,value4,value4,value3,0.334998814,0.89192547,0.890577084,0.184526902,0.615174239,class1
value1,value4,value3,value4,value2,0.336414543,0.689630158,0.733842439,0.186059559,0.675812025,class2
value5,value3,value1,value1,value5,0.347132929,0.411524907,0.990680239,0.189981425,0.880973905,class2
value2,value4,value2,value4,value4,0.096027995,0.945154779,0.241077545,0.371040946,0.476441124,class2
value4,value5,value3,value3,value1,0.023766486,0.795559572,0.254238004,0.223231696,0.189454984,class2
value1,value5,value3,value2,value1,0.212975974,0.569408608,0.152644639,0.100655654,0.710259839,class2
value1,value1,value3,value3,value2,0.413144709,0.164838268,0.037076913,0.544582978,0.776917659,class2
value1,value2,value4,value2,value4,0.356132656,0.138969958,0.713621883,0.698524453,0.968370573,class2
value2,value5,value3,value5,value4,0.496080756,0.842344672,0.377394025,0.796942747,0.26256796,class2
value2,value3,value3,value1,value1,0.701949773,0.532709219,0.325671341,0.764353601,0.400188756,class2
value2,value4,value4,value4,value3,0.832181737,0.897053933,0.042197725,0.349281125,0.137558069,class1
value3,value3,value4,value3,value3,0.305942493,0.972667846,0.282807381,0.071888602,0.667335568,class1
value2,value3,value2,value5,value3,0.519761786,0.906761757,0.576085837,0.6361042,0.922893882,class1
value2,value3,value1,value5,value4,0.254538467,0.185480957,0.032770088,0.023624398,0.485641286,class2
value1,value2,value1,value1,value1,0.369042144,0.066179329,0.414062562,0.681177402,0.808175629,class1
value3,value1,value5,value5,value4,0.205194407,0.831567845,0.930057931,0.592316861,0.749633014,class1
value5,value5,value5,value1,value2,0.014276662,0.001614256,0.169055052,0.814893719,0.062815754,class1
value5,value2,value1,value4,value2,0.242051903,0.68145459,0.568004804,0.743117037,0.668454736,class1
value3,value3,value2,value2,value5,0.200462422,0.953871904,0.384303343,0.58865113,0.782139325,class2
value3,value5,value2,value2,value4,0.155943765,0.29167421,0.758224063,0.498120219,0.702599582,class2
value1,value5,value4,value4,value3,0.408339609,0.573864548,0.438676827,0.084116068,0.503196795,class1
value4,value2,value1,value3,value4,0.446727303,0.775082719,0.670555192,0.451703571,0.199244514,class1
value5,value3,value2,value5,value2,0.330376096,0.230635161,0.796556914,0.965238763,0.786440842,class1
value4,value5,value2,value1,value2,0.838971695,0.209795926,0.428459309,0.535838887,0.359298529,class2
value3,value3,value3,value5,value3,0.917763902,0.114477473,0.014454125,0.674354119,0.447305374,class1
value5,value2,value4,value3,value2,0.76186799,0.927915999,0.83161382,0.740607934,0.236605095,class1
value3,value3,value1,value3,value2,0.737108189,0.222914774,0.302479702,0.328925608,0.135476931,class1
value3,value2,value2,value3,value1,0.228254856,0.818252433,0.037367772,0.622878328,0.591076748,class2
value5,value3,value3,value2,value3,0.487081732,0.054232825,0.457101786,0.514662621,0.950200644,class1
value3,value4,value2,value2,value5,0.05462532,0.577087239,0.087903705,0.724236948,0.275931264,class1
value1,value3,value1,value2,value1,0.545240823,0.523042073,0.589414778,0.049008258,0.203852448,class1
value4,value5,value3,value1,value4,0.325751371,0.931633721,0.337619856,0.321817987,0.327100462,class1
value3,value2,value4,value1,value2,0.04375702,0.562674523,0.296441553,0.201498565,0.862210437,class1
value5,value2,value5,value2,value4,0.120138758,0.092624384,0.51264803,0.929404028,0.714231957,class1
value3,value4,value5,value3,value4,0.390012015,0.793455232,0.202405618,0.10086645,0.12215454,class2
value1,value2,value1,value4,value3,0.719762946,0.452478235,0.793692425,0.889806521,0.897022892,class1
value3,value1,value1,value5,value5,0.543378115,0.653135714,0.854488855,0.347202225,0.868802142,class1
value4,value5,value1,value1,value1,0.039527407,0.717666094,0.61072242,0.050006339,0.816150671,class1
value4,value5,value5,value1,value1,0.932213012,0.243555624,0.282166108,0.937319011,0.012725277,class2
value5,value3,value3,value3,value3,0.158762527,0.061451695,0.050590045,0.391358924,0.559717157,class1
value2,value3,value5,value3,value4,0.953076236,0.502213688,0.171901582,0.731902519,0.750158318,class1
value1,value2,value5,value3,value4,0.527835469,0.954068706,0.650880861,0.721763151,0.612812992,class2
value1,value3,value4,value4,value2,0.125108352,0.340964436,0.823883531,0.974391051,0.975165183,class1
value4,value3,value3,value3,value5,0.697464293,0.402097009,0.654104352,0.128974462,0.742402943,class1
value2,value5,value1,value5,value5,0.852980245,0.180647804,0.416420153,0.806320548,0.377785119,class2
