value1,value4,value3,value4,value5,0.036235382,0.658867239,0.710739628,0.152736201,0.159578054,class1
value5,value3,value3,value2,value5,0.397174342,0.347518029,0.294057032,0.506483627,0.115967088,class2
value1,value5,value1,value2,value4,0.761674693,0.623972537,0.879262964,0.450218406,0.004852533,class2
value3,value1,value4,value1,value3,0.142022703,0.481728302,0.544554809,0.577100261,0.204913546,class1
value1,value2,value2,value4,value4,0.683526503,0.486259582,0.487515025,0.126574993,0.130208705,class2
value3,value3,value2,value2,value3,0.43200688,0.233155795,0.889908752,0.038326893,0.592379244,class2
value3,value2,value5,value1,value4,0.586248398,0.962214816,0.265155291,0.362896002,0.878428837,class2
value5,value4,value4,value4,value3,0.998980815,0.630404864,0.909584036,0.507659916,0.491451206,class1
value4,value4,value1,value2,value2,0.494619414,0.015384379,0.358994591,0.242478334,0.801157066,class2
value2,value5,value2,value2,value2,0.699006622,0.204635552,0.254909451,0.77791636,0.225022386,class2
value5,value3,value4,value3,value2,0.090146559,0.437422687,0.320784435,0.654426018,0.372873309,class2
value2,value2,value2,value4,value1,0.723371646,0.50949292,0.987102138,0.153246233,0.710574775,class2
value1,value1,value1,value2,value4,0.707768179,0.265903161,0.063449243,0.5908698,0.284009167,class2
value3,value2,value1,value5,value2,0.67993542,0.280001616,0.603983688,0.849640807,0.353823283,class1
value5,value2,value2,value5,value4,0.825751897,0.539761863,0.641836694,0.970621545,0.863257792,class2
value4,value1,value2,value2,value4,0.457700183,0.862449755,0.901923956,0.06248846,0.763820488,class1
value2,value5,value4,value5,value3,0.630471223,0.552807921,0.543419103,0.201711862,0.99739996,class1
value5,value2,value3,value5,value1,0.337720927,0.607335079,0.315422786,0.02447213,0.451008503,class1
value4,value3,value1,value2,value4,0.042046527,0.824293922,0.577427145,0.915885522,0.725226396,class2
value4,value1,value5,value2,value4,0.774604109,0.306482788,0.88059867,0.630401441,0.928893713,class1
value5,value1,value1,value5,value3,0.424253241,0.565015232,0.049864051,0.896313946,0.292319955,class1
value4,value2,value2,value4,value2,0.316631479,0.667073353,0.426443047,0.400557161,0.743761548,class2
value3,value3,value4,value5,value5,0.858864747,0.788609706,0.007993715,0.041043133,0.44968491,class2
value5,value2,value5,value4,value3,0.777950272,0.288100716,0.781354734,0.966253951,0.996523452,class1
value1,value4,value3,value2,value3,0.656749997,0.649900938,0.170860806,0.90025314,0.035894874,class2
value3,value1,value3,value3,value2,0.776990966,0.242276143,0.175701955,0.444794006,0.829691223,class2
value3,value4,value5,value3,value5,0.45970215,0.796942412,0.335069049,0.579362187,0.521396731,class2
value1,value2,value4,value4,value5,0.807076366,0.388729276,0.265246461,0.032372853,0.669785263,class1
value2,value5,value5,value4,value4,0.97957623,0.153548013,0.930341367,0.459510552,0.859034832,class2
value5,value1,value1,value1,value4,0.167599996,0.594631133,0.809889829,0.514929141,0.348981388,class2
value4,value2,value2,value1,value1,0.661555582,0.885284057,0.189166828,0.551810454,0.658783082,class2
value1,value3,value1,value5,value2,0.029797718,0.658893624,0.315917515,0.815770241,0.155578635,class1
value4,value4,value4,value2,value1,0.156152897,0.74619696,0.544783781,0.743617685,0.879401802,class2
value5,value4,value3,value3,value1,0.084720824,0.052320785,0.4699536,0.819682389,0.969097247,class2
